Establishment ID,Name,Address,Zip Code,Owner,License Number,License Type,Most Recent License Date,Establishment Type,Status,Restaurant Complexity Level,Review Frequency in Days,Location
51622619,Detroit Prep,2411 Iroquois St,48214,Kyle Smitley,220249,Fixed Establishment,08/20/2018,Charter School,Open,Medium,365,"location
(42.36225, -82.99789)"
3163,Detroit Public Safety Academy,1250 Rosa Parks Blvd,48216,Isaiah Pettway,077869,Fixed Establishment,05/04/2018,Non-Public School,Open,,180,"location
(42.32516, -83.06736)"
741,Detroit Racquet Club,626 Woodbridge St,48226,"Detroit Racquet Club, Inc.",034729,Fixed Establishment,05/07/2018,Food Service Establishment,Open,,365,"location
(42.32568, -83.05092)"
4982,Detroit Receiving Hospital,4201 St Antoine,48201,Sodexo,080847,Fixed Establishment,04/30/2018,Food Service Establishment,Open,High,180,"location
(42.3535, -83.05472)"
5277,Detroit Receiving Sub Shops LLC/Subway,4201 St Antoine St,48202,Detroit Receiving Sub Shops LL,200072,Fixed Establishment,05/07/2018,Food Service Establishment,Open,Medium,365,"location
(42.3535, -83.05472)"
1257,Detroit Repertory Theater,13103 Woodrow Wilson St,48238,Bruce E. Millan--Artistic Dir,035361,Fixed Establishment,,Food Service Establishment,Open,,365,"location
(42.39512, -83.10985)"
1563,Detroit Rescue Mission,3535 Third St,48201,Detroit Rescue Mission Ministr,035804,Fixed Establishment,04/17/2018,Food Service Establishment,Open,High,180,"location
(42.34461, -83.06553)"
1050,Detroit Robin Inc./Red Robin ,18650 Ford Rd,48228,Ansara Restaurant Group,035110,Fixed Establishment,05/01/2018,Food Service Establishment,Open,High,180,"location
(42.32929, -83.22242)"
1308,Detroit Roller Wheels,16611 Schoolcraft Rd,48227,"Beta-C, Inc./Larry Masumy",035426,Fixed Establishment,,Food Service Establishment,Open,Medium,365,"location
(42.38652, -83.21083)"
5386,Detroit Royale with Cheese,4163 Cass Ave,48201,Mohammad Ettaher,217991,Fixed Establishment,04/12/2018,Food Service Establishment,Open,High,180,"location
(42.35008, -83.06337)"
4106,Detroit Seafood Market,1435 Randolph,48226,Dotun Kinney Akinwale,067309,Fixed Establishment,05/07/2018,Food Service Establishment,Permanently Closed,,180,"location
(42.3356, -83.04594)"
576,Detroit Service Learning Academy,21605 W Seven Mile Rd,48219,Detroit Service Academy,069404,Fixed Establishment,05/05/2017,Non-Public School,Open,,210,"location
(42.42819, -83.25677)"
51622450,Detroit's Finest Coney Island,12930 E Eight Mile Rd,48205,Gjelosh Marjakaj,217988,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.44892, -82.99197)"
5148,Detroits Finest Coney Island,13337 E Jefferson Ave. ,48215,Detroits Finest III Inc.,202797,Fixed Establishment,04/28/2017,Food Service Establishment,Plan Review,High,180,"location
(42.37155, -82.94882)"
5403,Detroit Shawarma/Spice Giant,12729 W Seven Mile Rd,48235,Mark Dabish,230555,Fixed Establishment,05/07/2018,Food Service Establishment,Open,High,180,"location
(42.43099, -83.17131)"
5359,Detroit Shipping Company- Bars,474 Peterboro St,48201,Jonathan Hartzell DSY Investme,229172,Fixed Establishment,05/22/2018,Food Service Establishment,Open,Medium,365,"location
(42.34422, -83.06167)"
5350,"Detroit Sip, LLC",7420 W McNichols Rd,48221,Jevona Watson,221034,Fixed Establishment,06/01/2018,Food Service Establishment,Open,Medium,365,"location
(42.41733, -83.14564)"
5046,Detroit Soul,2900 E Eight Mile Rd,48234,Detroit Soul LLC,081571,Fixed Establishment,04/25/2016,,Open,High,180,"location
(42.44681, -83.07386)"
3070,Detroit Symphony Orchestra Hall,3711 Woodward Ave,48201,Detroit Symphony Orchestra Hal,055112,Fixed Establishment,06/27/2018,Food Service Establishment,Open,Medium,365,"location
(42.34882, -83.05943)"
808,Detroit Urban League,208 Mack Ave,48201,"Detroit Urban League, Inc.",034833,Fixed Establishment,08/03/2017,Food Service Establishment,Open,Medium,365,"location
(42.34811, -83.05543)"
5412,Detroit Vegan Soul,19614 Grand River Ave,48223,Kirsten Ussery,221001,Fixed Establishment,05/01/2018,Food Service Establishment,Open,High,180,"location
(42.40784, -83.2353)"
4765,"Detroit Vegan Soul, LLC",8029 Agnes St,48214,Kirsten Ussery & Erika Boyd,077870,Fixed Establishment,05/01/2018,Food Service Establishment,Open,High,180,"location
(42.35515, -82.99708)"
5327,Detroit Water Ice Factory,1014 Woodward Ave,48226,Mitch Albom,203658,Mobile Food Establishment,04/28/2017,LHD - Mobile Food Establishmen,Open,Medium,395,"location
(42.3328, -83.04668)"
5103,Detroit Water Ice Factory ,1014 Woodward Ave,48226,DWIF LLC.,200079,Fixed Establishment,05/07/2018,Food Service Establishment,Open,High,180,"location
(42.3328, -83.04668)"
632,Detroit Yacht Club,"1 Riverbank Dr, Belle Isle",48207,"Detroit Yacht Club, Inc.",034539,Fixed Establishment,05/05/2017,Food Service Establishment,Open,,180,
1818,Diamond Belle-Blue Water Exploration,13000 Denmark St,48217,Patricia Hoey-Carrothers,035758,Mobile Food Establishment,04/28/2017,LHD - Mobile Food Establishmen,Seasonal,,395,"location
(42.29268, -83.14471)"
51622743,Diamond Hospitality LLC,4777 E Outer Drive,48234,,224701,Fixed Establishment,,,,High,180,"location
(42.44227, -83.01991)"
1580,Diamond Jack-Blue Water Exploration,13000 Denmark St,48217,Patricia Hoey-Carrothers,035835,Mobile Food Establishment,04/19/2018,LHD - Mobile Food Establishmen,Seasonal,,395,"location
(42.29268, -83.14471)"
3115,Diamond Queen-Blue Water Exploration,13000 Denmark St,48217,Patricia M. Hoey Carrotthers,037507,Mobile Food Establishment,04/28/2017,LHD - Mobile Food Establishmen,Seasonal,,395,"location
(42.29268, -83.14471)"
5189,Dilla's Delight's LLC,242 John R,48226,Herman Hayes,208180,Fixed Establishment,04/24/2018,Food Service Establishment,Open,Medium,365,"location
(42.33625, -83.0478)"
51622851,Dilla's Delights LLC,4731 Bellevue St,48207,Herman Hayes,ps092818,Fixed Establishment,09/28/2018,Food Service Establishment,Open,Medium,365,"location
(42.37002, -83.02265)"
4866,Dime Store,719 Griswold St Ste 180,48226,Jeffrey D Alexander,078811,Fixed Establishment,04/30/2018,Food Service Establishment,Open,High,180,"location
(42.33078, -83.04799)"
1650,Dino's Cafe Inc.,1601 Waterman St,48209,Dino Carrer,035987,Fixed Establishment,04/13/2016,Food Service Establishment,Open,,365,"location
(42.31096, -83.11332)"
4164,Disabled Am. Vets K-R Metro Chp. No.1,13221 Puritan Ave,48227,Keane-Rankin Chpt. No. 1,069664,Fixed Establishment,04/27/2018,Food Service Establishment,Open,,365,"location
(42.40922, -83.17545)"
2266,Dish,18441 Mack Ave,48236,Paul F. Sulek,042577,Fixed Establishment,05/12/2016,Food Service Establishment,Temporarily Closed,,180,"location
(42.41023, -82.91384)"
5079,Diversified Members Credit Union,1480 E Jefferson Ave,48207,Diversified Members Credit Uni,202830,Fixed Establishment,04/30/2018,Food Service Establishment,Open,Medium,365,"location
(42.33432, -83.03084)"
890,Dixon Educational Learning Center,8401 Trinity St,48228,Detroit Board of Education,034924,Fixed Establishment,,Public School,Open,,210,"location
(42.35442, -83.2479)"
541,D Motown Deli,3750 Gratiot Ave,48207,Pathway Enterprises,081173,Fixed Establishment,04/29/2016,Food Service Establishment,Open,High,180,"location
(42.36405, -83.02412)"
1992,Domino's Pizza,17140 E Warren Ave,48224,"East Warren Pizza, LLC",072450,Fixed Establishment,04/27/2018,Food Service Establishment,Open,,365,"location
(42.4062, -82.92879)"
3826,Domino's Pizza,5564 Woodward Ave,48201,Aaron Dolkowski,200066,Fixed Establishment,04/30/2018,Food Service Establishment,Open,Medium,365,"location
(42.36139, -83.06725)"
4358,Domino's Pizza,7603 W Vernor St,48209,"Mexicantown Pizza, LLC",079435,Fixed Establishment,04/13/2016,Food Service Establishment,Plan Review,,365,"location
(42.31288, -83.12357)"
1355,Domino's Pizza,13250 Gratiot Ave,48224,Lamine Seck,229358,Fixed Establishment,,Food Service Establishment,Open,Medium,365,"location
(42.42365, -82.9848)"
4436,Domino's Pizza,10437 W McNichols Rd,48221,"Luxor Pizza, LLC",073995,Fixed Establishment,04/30/2018,Food Service Establishment,Plan Review,Medium,180,"location
(42.41657, -83.16546)"
4946,Dominos Pizza,535 Griswold,48226,Randy Asmar,080180,Fixed Establishment,04/27/2018,Food Service Establishment,Open,Medium,365,"location
(42.32943, -83.04694)"
1419,Domino's Pizza #1027,16005 W McNichols Rd,48235,Detroit Pizza #1027 LLC,064076,Fixed Establishment,04/27/2018,Food Service Establishment,Open,,365,"location
(42.41564, -83.20496)"
210,Domino's Pizza #1169,1636 E Eight Mile Rd,48203,Leslie Prud'homme,200059,Fixed Establishment,04/29/2016,Food Service Establishment,Open,High,180,"location
(42.44655, -83.08748)"
4958,Don Bosco Hall/YouthVille Detroit,7375 Woodward Ave,48202,Don Bosco Hall,079847,Fixed Establishment,05/12/2016,Other,Open,,210,"location
(42.37096, -83.07441)"
1441,Donovan's Pub,3003 Vernor StW,48216,Shannon Lowell,203411,Fixed Establishment,04/13/2016,Food Service Establishment,Open,,365,
1125,Donut Villa,5875 Vernor StW,48209,Gabriel Gutierrez,233748,Fixed Establishment,,Food Service Establishment,Open,,365,
1127,Dossin Elementary,16650 Glendale,48227,Detroit Board of Education,035205,Fixed Establishment,05/14/2015,Public School,Open,,210,"location
(42.38333, -83.21091)"
1380,Doubletree Detroit/Dearborn,5801 Southfield Rd,48228,"Dearborn Operations, LLC",078372,Fixed Establishment,,Food Service Establishment,Open,,180,"location
(42.33156, -83.21759)"
952,Douglass Academy For Young Men,2001 W Warren Ave,48208,Detroit Board of Education,034989,Fixed Establishment,05/15/2017,Public School,Open,,210,"location
(42.34948, -83.0836)"
4932,Dove Academy of Detroit,20001 Wexford,48234,Varietyfoods,079852,Fixed Establishment,05/12/2016,Non-Public School,Plan Review,Medium,210,"location
(42.44224, -83.0662)"
4853,Downtown Louie's,30 Clifford,48226,Mark Goscas,077664,Fixed Establishment,05/07/2018,Food Service Establishment,Open,High,180,"location
(42.33483, -83.05012)"
4296,Dr. Benjamin Carson HS of Sci & Med,571 Mack Ave,48201,Detroit Board of Education,070684,Fixed Establishment,05/15/2017,Public School,Open,,210,"location
(42.35066, -83.05164)"
4681,Dream Club,440 E Lafayette Ave,48226,Dennis Kefallinos,078336,Fixed Establishment,04/27/2018,Food Service Establishment,Open,Medium,365,"location
(42.3337, -83.04264)"
4799,Drive Table Tennis Social Club,645 Griswold St ,48226,Drive Detroit,078057,Fixed Establishment,05/07/2018,Food Service Establishment,Open,Medium,365,"location
(42.33028, -83.04756)"
3354,DSA Detroit School of Arts (9-12),123 Selden St,48201,Detroit Board of Education,064095,Fixed Establishment,05/15/2017,Public School,Open,,210,"location
(42.34858, -83.06093)"
51622762,D's Coney Island,2626 S Schaefer Hwy,48217,Deshawn Reed,232778,Fixed Establishment,,Food Service Establishment,Open,,180,"location
(42.27536, -83.14582)"
3617,DTE Energy Town Square C-Store313,2000 Second Ave,48226,Aramark Corporation,057660,Fixed Establishment,05/05/2017,Food Service Establishment,Permanently Closed,,365,"location
(42.33463, -83.05701)"
51622652,DTE Headquarters Cafe,One Energy Plaza,48226,Complass Group USA,229394,Fixed Establishment,05/07/2018,Food Service Establishment,Open,,180,
3907,D Town Fish & Soul Food,18221 W Eight Mile Rd. ,48219,Bianca Yaldo,208226,Fixed Establishment,05/07/2018,Food Service Establishment,Open,,180,"location
(42.44392, -83.22179)"
328,Duffy's Den,24800 W McNichols Rd,48219,"D.O.G, Inc.",034024,Fixed Establishment,05/04/2018,Food Service Establishment,Open,Medium,180,"location
(42.41455, -83.28535)"
259,Duly's Coney Island,5458 Vernor StW,48209,Gjoka Gojcaj,033912,Fixed Establishment,04/30/2015,Food Service Establishment,Open,,180,
1396,Dunkin Donuts/Baskin Robbins,14900 E Eight Mile Rd,48205,Motown Hospitality,079086,Fixed Establishment,06/13/2016,Food Service Establishment,Open,Medium,365,"location
(42.44945, -82.96864)"
51622839,Dunkin Donuts OM DMC Donuts,3990 John R St,48201,OM Group Amit Patel,233739,Fixed Establishment,,Food Service Establishment,Open,Medium,365,"location
(42.35067, -83.05697)"
51622720,Durdens Catering LLC,20504 Livernois,48221,Rytonie Durden Jr.,jb032818,Fixed Establishment,03/28/2018,Food Service Establishment,Open,,180,"location
(42.44527, -83.1416)"
946,Durfee  K-8,2470 Collingwood,48206,Detroit Board of Education,034983,Fixed Establishment,05/15/2017,Public School,Permanently Closed,,210,"location
(42.3822, -83.11092)"
1377,Dynamo Corned Beef Deli,20716 W Seven Mile Rd,48219,Johnny Edward Lewis,035526,Fixed Establishment,05/28/2017,Food Service Establishment,Open,High,180,"location
(42.42964, -83.24661)"
1711,Dynasty Chinese,13340 E Jefferson Ave,48215,Jian C.Lee,036079,Fixed Establishment,04/27/2018,Food Service Establishment,Open,,180,"location
(42.3709, -82.9492)"
493,Dynasty Chinese Food,1115 W Warren Ave,48201,Xiu Zheng,034302,Fixed Establishment,,Food Service Establishment,Open,,180,"location
(42.35344, -83.07424)"
2002,East Bar-Detroit,15045 Mack Ave,48224,"Clydestar, Inc.",039226,Fixed Establishment,04/30/2018,Food Service Establishment,Open,,365,"location
(42.38786, -82.94592)"
418,East English Village Bar & Grill,16915 E Warren Ave,48224,William Bradley,224663,Fixed Establishment,05/01/2018,Food Service Establishment,Open,,365,"location
(42.40563, -82.93187)"
4412,East English Village Preparatory Academy,5020 Cadieux,48224,Detroit Bd. of Education,075701,Fixed Establishment,04/30/2018,Food Service Establishment,Open,,210,"location
(42.40871, -82.92886)"
51622482,Eastern Market Brewing Co.,2515 Riopelle St,48207,5 Mile Company LLC,220239,Fixed Establishment,04/03/2018,Food Service Establishment,Open,Medium,365,"location
(42.3467, -83.03885)"
5048,Eastern Market Coproration Shed #5,2934 Russell St,48207,Eastern Market Corp,080837,Fixed Establishment,04/26/2018,Food Service Establishment,Open,Medium,365,"location
(42.34913, -83.04186)"
51622604,Eat N Out Pizza & Gelato,531 Monroe,48226,Ahmed Nasser,221919,Fixed Establishment,07/27/2018,Food Service Establishment,Open,High,180,"location
(42.33532, -83.04217)"
5414,Eatori Market,1215 Griswold St,48226,Zak Yatim,221004,Fixed Establishment,04/27/2018,Food Service Establishment,Open,High,180,"location
(42.33285, -83.04999)"
1270,Ebenezer A.M.E Church,5151 W Chicago,48204,Ebenezer A.M.E Church,081266,Fixed Establishment,06/11/2018,Food Service Establishment,Open,,365,"location
(42.36745, -83.13159)"
3378,Ebony Lounge,19029 W Seven Mile Rd,48219,"Mike Brown, Pr. Curtis Johnson",057655,Fixed Establishment,05/12/2016,Food Service Establishment,Open,,365,"location
(42.42958, -83.22926)"
2390,Edibles Rex,"5555 Conner, Ste 1058",48213,Thomasina Tedesco,043529,Fixed Establishment,05/16/2018,Food Service Establishment,Open,,180,"location
(42.38998, -82.98288)"
1222,Edison Elementary School,17045 Grand River Ave,48227,Detroit Board of Education,035323,Fixed Establishment,05/15/2017,Public School,Open,,210,"location
(42.39708, -83.21382)"
966,Edmonson Elementary School,1300 W Canfield St,48201,Detroit Board of Education,035008,Fixed Establishment,04/30/2018,Public School,Open,,210,"location
(42.34924, -83.07454)"
51622593,E & G Food Market,18081 Kelly Rd,48224,E & G Food Market Inc,229393,Fixed Establishment,,Food Service Establishment,Open,,90,"location
(42.4283, -82.95793)"
2224,El Asador,1312 Springwells Ave,48209,Luis Garza,078797,Fixed Establishment,04/07/2015,Food Service Establishment,Open,,180,"location
(42.30475, -83.12209)"
3443,El Barzon Restaurante,3710 Junction Ave,4821,Norberto Garita,055093,Fixed Establishment,04/26/2016,Food Service Establishment,Open,,180,"location
(42.33099, -83.11126)"
3552,El Bosque Salon,6705 Lafayette Ave W,48209,Francisco Guardado,057924,Fixed Establishment,04/14/2015,Food Service Establishment,,,365,"location
(42.33678, -83.27913)"
317,Elbow Lounge,7310 Mack Ave,48214,Kevin Nottage,034011,Fixed Establishment,04/17/2018,Food Service Establishment,Open,,365,"location
(42.36484, -83.0112)"
51622525,El Brasero,5546 McGraw St,4821,Jesus Rios,221019,Mobile Food Establishment,05/22/2017,LHD - Mobile Food Establishmen,Plan Review,,395,"location
(42.33671, -83.13821)"
5082,El Caribeno,8065 Vernor Hwy,48209,Judith Hernandez,082027,Fixed Establishment,04/22/2016,Food Service Establishment,Plan Review,,365,"location
(42.31143, -83.12708)"
5209,El Club,4114 W Vernor,48209,EFG Group,203410,Fixed Establishment,,,,,180,"location
(42.32139, -83.09363)"
5073,El Cunado Mobile Food Trailer,3700 Central St,4821,Jessica Lopez,038463,Mobile Food Establishment,05/02/2017,LHD - Mobile Food Establishmen,Plan Review,,395,"location
(42.32395, -83.13171)"
4280,El Durango Bar,2508-10 Junction,48209,Armando Escobar,078358,Fixed Establishment,04/17/2015,Food Service Establishment,Open,Medium,365,"location
(42.32263, -83.10522)"
5294,"Eleo's Ministries, Inc.",12041 Dexter Ave,48206,"Eleo's Ministries, Inc.",204140,Fixed Establishment,,Food Service Establishment,Open,Medium,365,"location
(42.38141, -83.12573)"
1514,Elias Donuts,19231 Grand River Ave,48223,Elias Donuts Inc/Hanna Mikhail,035734,Fixed Establishment,04/25/2016,Food Service Establishment,Open,,365,"location
(42.40558, -83.23105)"
3849,El Kiosko,7271 Dix Ave,48209,Jesse lopez,064084,Fixed Establishment,04/30/2015,Food Service Establishment,Open,,365,"location
(42.31665, -83.12386)"
598,Elmer's LLC,8515 W Chicago W,48204,Elmers LLC Louis Smith,075137,Fixed Establishment,04/12/2018,Food Service Establishment,Open,High,180,"location
(42.36609, -83.15381)"
51622883,El Molcajete,4930 Livernois,4821,Madel R. Solis Soto,ps120518,Fixed Establishment,,Food Service Establishment,Open,,90,"location
(42.3364, -83.12357)"
5222,El Paisano ,4370 6th Street,48229,Jenifer Aguirre,038504,Mobile Food Establishment,04/12/2016,,,Medium,365,"location
(42.2453, -83.15323)"
4660,El Parian #2,1064 London,48149,Nancy Lopez,208158,Mobile Food Establishment,04/21/2017,LHD - Mobile Food Establishmen,Open,,395,"location
(42.23924, -83.17814)"
4876,El Parian #3,1064 London,48146,Ms. Diaz,208155,Mobile Food Establishment,04/19/2017,LHD - Mobile Food Establishmen,Open,,395,"location
(42.23924, -83.17814)"
4960,El Parian Commissary,1633 Lawndale St,48209,Nancy Diaz,037164,Mobile Food Commissary,04/18/2018,Food Service Establishment,Open,,180,"location
(42.30481, -83.12959)"
1147,El Rancho Mexican Restaurant,5900 Vernor StW,48209,Alfonso Avila,035230,Fixed Establishment,04/22/2016,Food Service Establishment,Open,,180,
5050,El Rey De Las Arepas,7701 McGraw St,4821,Rayner Gutierrez,082040,Fixed Establishment,04/12/2018,Food Service Establishment,Open,,180,"location
(42.33545, -83.14073)"
5173,El Salpicon,8600 W Vernor Hwy,48209,El Salpicon LLC,217993,Mobile Food Commissary,07/18/2017,Food Service Establishment,Open,,180,"location
(42.30958, -83.13194)"
4342,El Taco Veloz,6170 Toledo,48209,Hector Hernandez,077961,Fixed Establishment,04/16/2013,Food Service Establishment,Open,,180,"location
(42.31904, -83.10986)"
4613,El Taco Veloz #1,6170 Toledo,48209,Hector Hernandez,038375,Mobile Food Establishment,05/12/2016,LHD - Mobile Food Establishmen,Open,Medium,395,"location
(42.31904, -83.10986)"
4668,El Taco Veloz #2,6170 Toledo,48209,Hector Hernandez,038376,Mobile Food Establishment,05/12/2016,LHD - Mobile Food Establishmen,Open,Medium,395,"location
(42.31904, -83.10986)"
51622646,El Taco Veloz LLC,4614 Second Ave,48201,Hector Hernandez,224654,Fixed Establishment,05/08/2018,Food Service Establishment,Open,High,180,"location
(42.35266, -83.06691)"
2048,Elwood Bar & Grill,300 E Adams,48226,Jim Forbes,039631,Fixed Establishment,04/23/2018,Food Service Establishment,Open,High,180,"location
(42.33855, -83.0468)"
5213,Embassy,14987 Gratiot,48205,Joe Merditaj,200080,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.44368, -82.97237)"
2603,Emerson Annex,19500 Curtis Ave,48219,Detroit Board of Educatiion,051207,Fixed Establishment,05/15/2017,Public School,Open,,210,"location
(42.42256, -83.23243)"
907,Emerson K-8 School,18240 Huntington Ave,48219,Detroit Board of Education,034941,Fixed Establishment,05/15/2017,Public School,Open,,210,"location
(42.42329, -83.2326)"
51622555,Empire,3148 Woodward Ave,48201,Michael Abrams,226546,Fixed Establishment,03/20/2018,Food Service Establishment,Open,High,180,"location
(42.34547, -83.05652)"
1734,Empire Lounge,15000 Houston-Whittier,48205,Arthur Tyus,80856,Fixed Establishment,03/14/2016,Food Service Establishment,Temporarily Closed,Low,365,"location
(42.42054, -82.96735)"
4998,Encore Lounge and Grill,15407 W Seven Mile Rd,48235,Steve Wilkins,080842,Fixed Establishment,04/30/2018,Food Service Establishment,Open,High,365,"location
(42.43019, -83.19886)"
4209,Enjoy In & Out Southern Cooking,24737 W Eight Mile Rd,48219,Martha Owens,209344,Fixed Establishment,,Food Service Establishment,Permanently Closed,,180,"location
(42.44238, -83.28602)"
2411,Epicurus Place,111 W Warren Ave,48201,Linda Marzouq,043550,Fixed Establishment,05/07/2018,Food Service Establishment,Open,High,180,"location
(42.35653, -83.06496)"
5149,Epitome Lounge,205 W Congress,48226,Yvonne Gibson,200073,Fixed Establishment,,Food Service Establishment,Permanently Closed,,365,"location
(42.32898, -83.04812)"
250,Erotic City,19326 Conant Ave,48234,Tom M. Jajo,208198,Fixed Establishment,04/08/2016,Food Service Establishment,Temporarily Closed,High,180,"location
(42.43591, -83.07551)"
492,Escape Lounge,19404 Sherwood,48234,"Minerva, LLC",073936,Fixed Establishment,05/12/2016,Food Service Establishment,Open,Medium,365,"location
(42.43732, -83.03388)"
968,Escuela Avancemos/Logan Elementary,3811 Cicotte St,48217,Detroit Board of Education,035010,Fixed Establishment,05/14/2015,Non-Public School,Open,,210,"location
(42.3281, -83.1221)"
51622566,ESH Ice Arena,4831 Canyon,48236,ESYS Foundation,220929,Fixed Establishment,06/20/2017,Food Service Establishment,Seasonal,,90,"location
(42.40947, -82.91553)"
5136,Estia Greek Street Food,3990 John R,48201,George Xenos,082989,Fixed Establishment,06/08/2017,Food Service Establishment,Open,High,180,"location
(42.35067, -83.05697)"
4365,Eurest Cafe' Qzine,611 Woodward Ave,48226,Eurest Cafe' Qzine,071785,Fixed Establishment,05/02/2018,Food Service Establishment,Open,Medium,365,"location
(42.33044, -83.04666)"
2709,Eurest Dining Services-Compuware,1 Campus Martius,48226,EUREST DINING SERVICES,046717,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.33208, -83.04707)"
3892,Evans Solutions,8045 Second,48202,"Evans Solutions, Inc.",064475,Fixed Establishment,04/28/2017,Food Service Establishment,Permanently Closed,,365,"location
(42.37359, -83.07969)"
5233,Evergreen Fish Express LLC,6540 Evergreen Rd,48228,,203389,Fixed Establishment,04/23/2018,Food Service Establishment,Open,High,180,"location
(42.33931, -83.23502)"
1297,Evie's Tamales,3454 Bagley St,48216,Diana Cooley,075698,Fixed Establishment,04/19/2015,Food Service Establishment,Open,,180,"location
(42.32324, -83.08565)"
5401,Express Dogs,220 Bagley Ste 244,48209,Tommy Head,229229,Mobile Food Establishment,03/28/2018,LHD - Mobile Food Establishmen,Open,Medium,365,"location
(42.3348, -83.05339)"
4956,Falafill,4206 Woodward Ave,48201,Adel Fardoun,081082,Fixed Establishment,05/05/2017,Food Service Establishment,Open,High,180,"location
(42.35175, -83.06072)"
2244,Family Aquatic Center at Chandler Park,12600 Chandler Park Dr,48213,Third Gen Mgt inc,217994,Fixed Establishment,04/28/2017,Food Service Establishment,Open,,365,"location
(42.39464, -82.97497)"
768,Family Treat,2010 Springwells Ave,48209,James J. Fenech,034781,Fixed Establishment,04/17/2015,Food Service Establishment,Open,,365,"location
(42.30964, -83.12569)"
5115,Farmer Kay Market,24311 W McNichols Rd,48219,Abdul Kader Alkayyali,082266,Fixed Establishment,04/30/2018,Food Service Establishment,Open,High,180,"location
(42.41423, -83.27989)"
485,Farmer's Restaurant,2542 Market St,48207,GAVRILL FERMANIS--officer,034286,Fixed Establishment,04/19/2018,Food Service Establishment,Open,High,180,"location
(42.34664, -83.03937)"
3574,Farwell Community Center ,2711 E Outer Drive,48234,Detroit Parks and Recreation,078652,Fixed Establishment,05/10/2016,Food Service Establishment,Open,,365,"location
(42.44049, -83.05814)"
3859,Fastbreak Donut (Detroit Donut),645 Griswold St,48226,"Tanveer Grewal, owner",066061,Fixed Establishment,04/24/2018,Food Service Establishment,Open,Medium,365,"location
(42.33028, -83.04756)"
51622782,Fast Treats,6211 W Warren Ave,4821,Ali Sobh,PS061818,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.3443, -83.12931)"
3537,Fat Boyz Steak and Chicken,15917 W Seven Mile Rd,48235,Constance Williams,058534,Fixed Establishment,04/30/2018,Food Service Establishment,Open,,180,"location
(42.43008, -83.2045)"
4665,Faustina's Creole and Soulfood,16155 Wyoming Ave,48221,Anthony Powell-Faustina,075037,Fixed Establishment,05/01/2018,Food Service Establishment,Open,High,180,"location
(42.41009, -83.1601)"
51622795,Faye's Coffee Convenience,3550 Cass Ave,48221,Victor Lloyd,jb062818,Fixed Establishment,,Food Service Establishment,Plan Review,Medium,365,"location
(42.34596, -83.06051)"
3275,Federal Reserve Bank Detroit Branch,1600 E Warren Ave,48207,"Sodexo Management, Inc.",078757,Fixed Establishment,04/30/2018,Food Service Establishment,Open,High,180,"location
(42.36132, -83.04817)"
51622633,Fellowship Chapel,7707 W Outer Drive,48235,John Johnson-Chairman  Board,221035,Fixed Establishment,04/30/2018,Food Service Establishment,Open,High,180,"location
(42.41843, -83.21201)"
1527,Ferguson Building,2750 Selden St,48208,Detroit Board of Education,217597,Fixed Establishment,,Public School,Open,,210,"location
(42.34037, -83.0896)"
1522,Fiberglass Estate Corp. ,16515 Plymouth Rd,48227,Fiberglass Estate Corp.,035746,Fixed Establishment,,Food Service Establishment,Open,Medium,365,"location
(42.37212, -83.20884)"
2160,Fifty/50,23810 Fenkell Ave,48223,Chanetra Edgerson,23810RP,Fixed Establishment,05/10/2017,Food Service Establishment,Permanently Closed,High,180,"location
(42.40037, -83.27432)"
4624,Firebird Tavern,419 Monroe St,48226,The D-A Restaurant,078335,Fixed Establishment,04/27/2018,Food Service Establishment,Open,Medium,365,"location
(42.3348, -83.04336)"
5305,Firehouse Subs,"4501 Woodward, Ste 103",48201,Joshua A. Griessel,208192,Fixed Establishment,05/02/2018,Food Service Establishment,Permanently Closed,Medium,365,"location
(42.35358, -83.06264)"
51622783,Fire Pizza Inc,8004 Greenfield Rd,48228,Alexander Thuwaini,229258,Fixed Establishment,,Food Service Establishment,Open,,180,"location
(42.35133, -83.1962)"
465,Firewater Bar & Grill,16801 Harper Ave,48224,Kenny Bradley,080865,Fixed Establishment,04/25/2016,Food Service Establishment,Temporarily Closed,Medium,180,"location
(42.41493, -82.9394)"
3608,Firewater Bar & Grill II,107 E Milwaukee Ave.  ,48202,Kenny Bradley,058579,Fixed Establishment,04/23/2018,Food Service Establishment,Open,High,180,"location
(42.3701, -83.07067)"
1879,First Congregational Church,33 E Forest Ave,48201,First Congregational Church,037075,Fixed Establishment,07/03/2018,Food Service Establishment,Open,Medium,365,"location
(42.26232, -83.13521)"
705,First Place Lounge,16921 Harper Ave,48224,"First Place Lounge, Inc.",073079,Fixed Establishment,05/23/2016,Food Service Establishment,Open,,365,"location
(42.41579, -82.93834)"
1505,Fishbones Rhythm Kitchen ,400 Monroe St,48226,International Market Place Inc,035720,Fixed Establishment,04/17/2018,Food Service Establishment,Open,,180,"location
(42.33442, -83.043)"
